,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,
2021-09-20,2189.447509765625,2232.13623046875,2187.50927734375,2209.984375,2195.04345703125,5889909,3809.0,3871.0,3807.85009765625,3823.5,3600.416259765625,2002008,1685.0,1707.699951171875,1677.949951171875,1687.8499755859375,1595.2274169921875,5660743
2021-09-21,2219.814208984375,2230.52099609375,2200.43115234375,2219.537353515625,2204.53173828125,4957868,3858.0,3871.550048828125,3821.64990234375,3862.949951171875,3637.564208984375,1568129,1700.0,1726.75,1684.6500244140625,1718.449951171875,1624.148193359375,4672222
2021-09-22,2222.583251953125,2253.965087890625,2213.583984375,2243.350830078125,2228.18408203125,5497956,3862.5,3896.85009765625,3852.449951171875,3862.14990234375,3636.811279296875,1744067,1717.0,1738.9000244140625,1713.050048828125,1716.9000244140625,1622.6832275390625,4553892
2021-09-23,2258.949462890625,2304.730224609375,2257.19580078125,2298.177001953125,2282.6396484375,7874198,3870.0,3879.0,3835.0,3869.25,3643.4970703125,2003869,1732.0,1745.0,1721.0999755859375,1742.550048828125,1646.9256591796875,3826090
2021-09-24,2310.77587890625,2312.529541015625,2281.6552734375,2291.53125,2276.038818359375,7596081,3890.0,3944.39990234375,3855.0,3871.300048828125,3645.42724609375,2320754,1758.0,1788.0,1752.449951171875,1763.8499755859375,1667.056640625,8280446
2021-09-27,2295.500244140625,2335.096923828125,2284.701171875,2330.066650390625,2314.313720703125,7686917,3900.0,3904.0,3802.89990234375,3836.949951171875,3613.081298828125,1673362,1768.75,1769.0,1718.0999755859375,1721.1500244140625,1626.7001953125,5045337
2021-09-28,2338.881103515625,2367.40185546875,2319.3134765625,2351.849365234375,2335.94921875,9017629,3850.0,3850.0,3751.25,3779.14990234375,3558.65380859375,2253075,1710.0,1710.0,1675.0,1687.0999755859375,1594.5185546875,6557197
2021-09-29,2372.109130859375,2372.109130859375,2326.00537109375,2333.204833984375,2317.4306640625,4859937,3759.800048828125,3806.0,3722.14990234375,3791.89990234375,3570.65966796875,2489161,1659.25,1701.4000244140625,1655.0,1692.25,1599.3858642578125,7792548
2021-09-30,2330.57421875,2339.43505859375,2307.822265625,2325.266845703125,2309.54638671875,6795327,3805.0,3805.0,3750.10009765625,3775.550048828125,3555.263916015625,2252412,1703.0,1703.0,1670.0999755859375,1675.199951171875,1583.271484375,6914031
2021-10-01,2309.299072265625,2344.234619140625,2302.88427734375,2329.374267578125,2313.6259765625,4479464,3781.75,3810.0,3725.0,3730.199951171875,3512.560302734375,1578374,1665.0999755859375,1678.949951171875,1661.25,1665.1500244140625,1573.7730712890625,5733906
2021-10-04,2356.418212890625,2376.585693359375,2341.6962890625,2359.32568359375,2343.375,5459276,3724.800048828125,3783.64990234375,3707.449951171875,3773.300048828125,3553.145263671875,1356860,1672.5,1688.0,1665.4000244140625,1678.75,1586.6265869140625,2947154
2021-10-05,2358.3564453125,2410.875244140625,2351.203125,2408.290771484375,2392.009033203125,6766817,3754.0,3840.0,3741.60009765625,3833.300048828125,3609.64453125,1877966,1671.0,1702.949951171875,1663.0,1692.800048828125,1599.90576171875,4373310
2021-10-06,2418.212890625,2418.212890625,2354.66455078125,2362.74072265625,2346.766845703125,5129440,3836.0,3857.449951171875,3795.0,3810.89990234375,3588.55126953125,1678154,1702.0999755859375,1709.0,1670.0,1673.550048828125,1581.7122802734375,4271698
2021-10-07,2395.18408203125,2398.6455078125,2369.986328125,2374.324462890625,2358.272216796875,3168332,3830.0,3899.0,3820.050048828125,3892.89990234375,3665.767333984375,1647233,1687.0,1704.199951171875,1676.6500244140625,1691.0,1598.20458984375,5476108
2021-10-08,2386.184814453125,2477.700439453125,2382.7236328125,2465.56298828125,2448.89404296875,7886246,3925.0,3989.89990234375,3900.0,3935.64990234375,3706.022705078125,2934339,1705.25,1731.5,1698.4000244140625,1723.8499755859375,1629.251708984375,4738376
2021-10-11,2493.391357421875,2510.55908203125,2441.6572265625,2448.39501953125,2431.842041015625,7384333,3755.0,3757.5,3660.0,3685.60009765625,3470.562255859375,11845402,1682.0,1730.0,1663.699951171875,1690.949951171875,1598.1572265625,8840633
2021-10-12,2441.334228515625,2476.408203125,2437.872802734375,2462.37841796875,2445.731201171875,3341005,3706.0,3707.0,3630.60009765625,3652.85009765625,3439.72314453125,5752877,1677.0,1689.0,1662.0,1685.1500244140625,1592.6756591796875,7439300
2021-10-13,2472.716064453125,2510.09765625,2463.762939453125,2487.43798828125,2470.62109375,4979881,3650.0,3675.449951171875,3645.0,3655.199951171875,3441.935546875,3545655,1695.949951171875,1713.6500244140625,1680.050048828125,1709.199951171875,1615.40576171875,7104171
2021-10-14,2492.422119140625,2508.20556640625,2480.28466796875,2492.46826171875,2475.617431640625,4311734,3625.0,3670.0,3608.199951171875,3611.449951171875,3407.263427734375,6442299,1754.0,1783.5999755859375,1698.199951171875,1715.75,1621.5963134765625,19655776
2021-10-18,2463.116943359375,2533.634033203125,2457.302001953125,2499.114013671875,2482.21826171875,6797239,3603.449951171875,3652.699951171875,3601.449951171875,3647.14990234375,3440.94482421875,3590107,1740.0,1799.0,1740.0,1792.1500244140625,1693.8038330078125,13438109
2021-10-19,2514.06640625,2539.4951171875,2499.483154296875,2521.49658203125,2504.449462890625,4416704,3669.0,3690.10009765625,3625.199951171875,3634.14990234375,3428.679931640625,3135441,1814.0,1834.5,1782.300048828125,1822.1500244140625,1722.1575927734375,10324260
2021-10-20,2531.557373046875,2531.557373046875,2484.253662109375,2492.46826171875,2475.617431640625,6355285,3612.0,3630.0,3578.300048828125,3608.85009765625,3404.810791015625,2933693,1829.4000244140625,1848.0,1794.050048828125,1802.3499755859375,1703.444091796875,5876115
2021-10-21,2517.389404296875,2517.943115234375,2402.752685546875,2420.566650390625,2404.201904296875,10415834,3604.10009765625,3607.449951171875,3511.25,3532.5,3332.77734375,4871211,1814.0,1814.0,1746.8499755859375,1753.6500244140625,1657.41650390625,8779629
2021-10-22,2418.259033203125,2459.701904296875,2410.41357421875,2425.08935546875,2408.694091796875,5513737,3560.0,3561.60009765625,3485.0,3498.85009765625,3301.030029296875,2691670,1749.9000244140625,1763.199951171875,1707.0,1719.800048828125,1625.424072265625,7369809
