Owl#Sleepy,8,2,Owl~8#:#Sleepy~8,Owl~1.0#:#Sleepy~1.0,1
Ready#to,78,2,Ready~85#:#to~81,Ready~0.92#:#to~0.96,1
Boat#Paper,18,2,Boat~18#:#Paper~22,Boat~1.0#:#Paper~0.82,1
Lemonade#Refreshing,7,2,Lemonade~9#:#Refreshing~9,Lemonade~0.78#:#Refreshing~0.78,1
Gatorade#Sports,2,2,Gatorade~2#:#Sports~2,Gatorade~1.0#:#Sports~1.0,1
24#Mantra,21,2,24~24#:#Mantra~21,24~0.88#:#Mantra~1.0,1
Del#Monte,35,2,Del~35#:#Monte~35,Del~1.0#:#Monte~1.0,1
Too#Yumm,14,2,Too~15#:#Yumm~14,Too~0.93#:#Yumm~1.0,1
Act#II,5,2,Act~5#:#II~6,Act~1.0#:#II~0.83,1
II#Popcorn,6,2,II~6#:#Popcorn~8,II~1.0#:#Popcorn~0.75,1
Basil#Pesto,4,2,Basil~5#:#Pesto~5,Basil~0.8#:#Pesto~0.8,1
John#West,2,2,John~2#:#West~2,John~1.0#:#West~1.0,1
Facial#Tissue,4,2,Facial~4#:#Tissue~4,Facial~1.0#:#Tissue~1.0,1
Charge#Deposit,5,2,Charge~5#:#Deposit~5,Charge~1.0#:#Deposit~1.0,1
Code#Grocery,8,2,Code~8#:#Grocery~10,Code~1.0#:#Grocery~0.8,1
Coupon#Discount,12,2,Coupon~12#:#Discount~12,Coupon~1.0#:#Discount~1.0,1
Coupon#Grocery,10,2,Coupon~12#:#Grocery~10,Coupon~0.83#:#Grocery~1.0,1
Discount#Grocery,10,2,Discount~12#:#Grocery~10,Discount~0.83#:#Grocery~1.0,1
Remover#Stain,3,2,Remover~3#:#Stain~3,Remover~1.0#:#Stain~1.0,1
Dishwasher#Finish,4,2,Dishwasher~5#:#Finish~5,Dishwasher~0.8#:#Finish~0.8,1
Excel#Surf,2,2,Excel~2#:#Surf~2,Excel~1.0#:#Surf~1.0,1
Duty#Heavy,3,2,Duty~3#:#Heavy~4,Duty~1.0#:#Heavy~0.75,1
Air#Freshener,3,2,Air~4#:#Freshener~3,Air~0.75#:#Freshener~1.0,1
Scotch-Brite#Scrub,2,2,Scotch-Brite~2#:#Scrub~2,Scotch-Brite~1.0#:#Scrub~1.0,1
BEANS#DEL,2,2,BEANS~2#:#DEL~2,BEANS~1.0#:#DEL~1.0,1
BEANS#MONTE,2,2,BEANS~2#:#MONTE~2,BEANS~1.0#:#MONTE~1.0,1
DEL#MONTE,2,2,DEL~2#:#MONTE~2,DEL~1.0#:#MONTE~1.0,1
FARMS#WINGREENS,3,2,FARMS~3#:#WINGREENS~4,FARMS~1.0#:#WINGREENS~0.75,1
Chef#ITC,19,2,Chef~19#:#ITC~20,Chef~1.0#:#ITC~0.95,1
Chef#Master,19,2,Chef~19#:#Master~19,Chef~1.0#:#Master~1.0,1
ITC#Master,19,2,ITC~20#:#Master~19,ITC~0.95#:#Master~1.0,1
Cooked#Fully,4,2,Cooked~5#:#Fully~4,Cooked~0.8#:#Fully~1.0,1
Freshly#Prepared,13,2,Freshly~13#:#Prepared~13,Freshly~1.0#:#Prepared~1.0,1
Based#Plant,14,2,Based~15#:#Plant~14,Based~0.93#:#Plant~1.0,1
FILLET#PERI,2,2,FILLET~2#:#PERI~2,FILLET~1.0#:#PERI~1.0,1
Carb#Keto,4,2,Carb~4#:#Keto~4,Carb~1.0#:#Keto~1.0,1
Gold#Harvest,30,2,Gold~40#:#Harvest~30,Gold~0.75#:#Harvest~1.0,1
Fashioned#Old,4,2,Fashioned~4#:#Old~5,Fashioned~1.0#:#Old~0.8,1
Granny#Smith,4,2,Granny~4#:#Smith~5,Granny~1.0#:#Smith~0.8,1
Navel#Oranges,9,2,Navel~9#:#Oranges~9,Navel~1.0#:#Oranges~1.0,1
Bok#Choy,3,2,Bok~3#:#Choy~3,Bok~1.0#:#Choy~1.0,1
Bell#Grown,7,2,Bell~9#:#Grown~7,Bell~0.78#:#Grown~1.0,1
CHOCOLATE#DARK,2,2,CHOCOLATE~2#:#DARK~2,CHOCOLATE~1.0#:#DARK~1.0,1
Butternut#Squash,3,2,Butternut~3#:#Squash~4,Butternut~1.0#:#Squash~0.75,1
Nibbles#Tasty,5,2,Nibbles~5#:#Tasty~5,Nibbles~1.0#:#Tasty~1.0,1
Colgate#Visible,6,2,Colgate~8#:#Visible~6,Colgate~0.75#:#Visible~1.0,1
Avenue#Park,2,2,Avenue~2#:#Park~2,Avenue~1.0#:#Park~1.0,1
Sleep#Therapy,2,2,Sleep~2#:#Therapy~2,Sleep~1.0#:#Therapy~1.0,1
Hand#Lifebuoy,3,2,Hand~4#:#Lifebuoy~3,Hand~0.75#:#Lifebuoy~1.0,1
Hand#Sanitizer,3,2,Hand~4#:#Sanitizer~3,Hand~0.75#:#Sanitizer~1.0,1
Lifebuoy#Sanitizer,3,2,Lifebuoy~3#:#Sanitizer~3,Lifebuoy~1.0#:#Sanitizer~1.0,1
Fruity#Shine,2,2,Fruity~2#:#Shine~2,Fruity~1.0#:#Shine~1.0,1
Boost#Hydro,2,2,Boost~2#:#Hydro~2,Boost~1.0#:#Hydro~1.0,1
Carbamide#Forte,4,2,Carbamide~4#:#Forte~4,Carbamide~1.0#:#Forte~1.0,1
Canada#Faces,10,2,Canada~10#:#Faces~10,Canada~1.0#:#Faces~1.0,1
Lipstick#Matte,10,2,Lipstick~10#:#Matte~10,Lipstick~1.0#:#Matte~1.0,1
New#York,7,2,New~8#:#York~7,New~0.88#:#York~1.0,1
Dulce#Leche,2,2,Dulce~2#:#Leche~2,Dulce~1.0#:#Leche~1.0,1
Felt#Tip,2,2,Felt~2#:#Tip~2,Felt~1.0#:#Tip~1.0,1
Mascara#Very,2,2,Mascara~2#:#Very~2,Mascara~1.0#:#Very~1.0,1
Head#Shoulders,2,2,Head~2#:#Shoulders~2,Head~1.0#:#Shoulders~1.0,1
Maid#Minute,5,2,Maid~5#:#Minute~5,Maid~1.0#:#Minute~1.0,1
Boiled#Hard,3,2,Boiled~3#:#Hard~4,Boiled~1.0#:#Hard~0.75,1
Boiled#Suguna,3,2,Boiled~3#:#Suguna~3,Boiled~1.0#:#Suguna~1.0,1
Hard#Suguna,3,2,Hard~4#:#Suguna~3,Hard~0.75#:#Suguna~1.0,1
Pasture#Raised,2,2,Pasture~2#:#Raised~2,Pasture~1.0#:#Raised~1.0,1
Betty#Crocker,4,2,Betty~4#:#Crocker~4,Betty~1.0#:#Crocker~1.0,1
Mahal#Taj,2,2,Mahal~2#:#Taj~2,Mahal~1.0#:#Taj~1.0,1
Pintola#Wholegrain,2,2,Pintola~2#:#Wholegrain~2,Pintola~1.0#:#Wholegrain~1.0,1
20#Litre,2,2,20~2#:#Litre~2,20~1.0#:#Litre~1.0,1
chili#honey,2,2,chili~2#:#honey~2,chili~1.0#:#honey~1.0,1
Dr.#Oetker,3,2,Dr.~3#:#Oetker~3,Dr.~1.0#:#Oetker~1.0,1
Club#Soda,2,2,Club~2#:#Soda~2,Club~1.0#:#Soda~1.0,1
Indian#Tonic,2,2,Indian~2#:#Tonic~2,Indian~1.0#:#Tonic~1.0,1
AMUL#POWDER,3,2,AMUL~3#:#POWDER~3,AMUL~1.0#:#POWDER~1.0,1
INSTANT#SKIMMED,2,2,INSTANT~2#:#SKIMMED~2,INSTANT~1.0#:#SKIMMED~1.0,1
Flushable#Pee,3,2,Flushable~3#:#Pee~3,Flushable~1.0#:#Pee~1.0,1
Flushable#Wipes,3,2,Flushable~3#:#Wipes~3,Flushable~1.0#:#Wipes~1.0,1
Pee#Wipes,3,2,Pee~3#:#Wipes~3,Pee~1.0#:#Wipes~1.0,1
Kitchen#Towels,3,2,Kitchen~4#:#Towels~3,Kitchen~0.75#:#Towels~1.0,1
Active#Mee,2,2,Active~2#:#Mee~2,Active~1.0#:#Mee~1.0,1
Burn#Hour,3,2,Burn~3#:#Hour~3,Burn~1.0#:#Hour~1.0,1
EcoFlame#Log,2,2,EcoFlame~2#:#Log~2,EcoFlame~1.0#:#Log~1.0,1
Cricket#Gas,3,2,Cricket~3#:#Gas~3,Cricket~1.0#:#Gas~1.0,1
Cricket#Lighter,3,2,Cricket~3#:#Lighter~4,Cricket~1.0#:#Lighter~0.75,1
Gas#Lighter,3,2,Gas~3#:#Lighter~4,Gas~1.0#:#Lighter~0.75,1
Melt#Splash,2,2,Melt~2#:#Splash~2,Melt~1.0#:#Splash~1.0,1
Pouch#Puree,3,2,Pouch~4#:#Puree~4,Pouch~0.75#:#Puree~0.75,1
Formula#Infant,3,2,Formula~4#:#Infant~3,Formula~0.75#:#Infant~1.0,1
Formula#Similac,3,2,Formula~4#:#Similac~3,Formula~0.75#:#Similac~1.0,1
Infant#Similac,3,2,Infant~3#:#Similac~3,Infant~1.0#:#Similac~1.0,1
Candle#Wax,3,2,Candle~4#:#Wax~3,Candle~0.75#:#Wax~1.0,1
Jude#St,2,2,Jude~2#:#St~2,Jude~1.0#:#St~1.0,1
Refried#Rosarita,3,2,Refried~3#:#Rosarita~3,Refried~1.0#:#Rosarita~1.0,1
Arm#Hammer,2,2,Arm~2#:#Hammer~2,Arm~1.0#:#Hammer~1.0,1
Cats#Tidy,2,2,Cats~2#:#Tidy~2,Cats~1.0#:#Tidy~1.0,1
'n'#Fun,2,2,'n'~2#:#Fun~2,'n'~1.0#:#Fun~1.0,1
Gerry's#Mrs,2,2,Gerry's~2#:#Mrs~2,Gerry's~1.0#:#Mrs~1.0,1
Honeydew#Melon,3,2,Honeydew~3#:#Melon~4,Honeydew~1.0#:#Melon~0.75,1
Pistachios#Shell,2,2,Pistachios~2#:#Shell~2,Pistachios~1.0#:#Shell~1.0,1
Mad#Over,4,2,Mad~4#:#Over~4,Mad~1.0#:#Over~1.0,1
Coupon#Discount#Grocery,10,3,Coupon~12#:#Discount~12#:#Grocery~10,Coupon~0.83#:#Discount~0.83#:#Grocery~1.0,1
BEANS#DEL#MONTE,2,3,BEANS~2#:#DEL~2#:#MONTE~2,BEANS~1.0#:#DEL~1.0#:#MONTE~1.0,1
Chef#ITC#Master,19,3,Chef~19#:#ITC~20#:#Master~19,Chef~1.0#:#ITC~0.95#:#Master~1.0,1
